search_date,day_of_week,location,hotel_id,hotel_name,price,currency,rating,address,city_code,latitude,longitude,distance_from_center,amenities,room_type,board_type,altitude,canton,destination_type,distance_to_airport_km,month,quarter,week_of_year,day_of_year,is_weekend,season,is_public_holiday,is_school_vacation,temp_avg,temp_min,temp_max,precipitation_mm,snow_depth_cm,sunshine_hours,is_ski_season,hotel_chain,is_chain_hotel
09.02.2026,Monday,Winterthur,XKZRH001,Hotel du Lac,108.26,CHF,2.7,"Poststrasse 45, Winterthur",ZRH,47.36649,8.53675,21.86,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,439,Zurich,city,11,2,1,7,40,FALSE,Winter,FALSE,FALSE,1.2,-2.5,6,4.2,0,3.9,FALSE,Independent,FALSE
09.02.2026,Monday,Zermatt,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,328.25,CHF,4.2,"Kirchgasse 22, Zermatt",ZRH,47.37503,8.54445,162.35,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,10,2,1,7,40,FALSE,Winter,FALSE,FALSE,-2.9,-7.2,2.9,3.1,136,3.3,TRUE,Best Western,TRUE
09.02.2026,Monday,Zermatt,MCZRHDTM,Zurich Marriott Hotel,1481.96,CHF,4.5,"Hauptstrasse 17, Zermatt",ZRH,47.38247,8.54026,163,"WiFi,24h Reception,Luggage Storage",SUITE,ROOM_ONLY,1620,Valais,alpine_ski_resort,9.2,2,1,7,40,FALSE,Winter,FALSE,FALSE,-6.7,-13.2,-2.9,0,117,2.7,TRUE,Marriott,TRUE
09.02.2026,Monday,Zermatt,ONZRHCTY,HOTEL CITY,294.59,CHF,4.2,"Poststrasse 55, Zermatt",ZRH,47.37474,8.53611,162.08,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,1620,Valais,alpine_ski_resort,10.1,2,1,7,40,FALSE,Winter,FALSE,FALSE,-1.9,-7.8,3.7,2.8,184,3.3,TRUE,Independent,FALSE
09.02.2026,Monday,Zermatt,XKZRH001,Hotel du Lac,140.33,CHF,2.9,"Marktplatz 5, Zermatt",ZRH,47.36649,8.53675,161.25,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,11,2,1,7,40,FALSE,Winter,FALSE,FALSE,-3.2,-7.3,0.8,0.6,114,2.9,TRUE,Independent,FALSE
09.02.2026,Monday,Zuerich,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,257.48,CHF,4.2,"Kirchgasse 55, Zuerich",ZRH,47.37503,8.54445,0.29,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,408,Zurich,city,10,2,1,7,40,FALSE,Winter,FALSE,FALSE,4,-1.3,9.1,0.7,0,1.7,FALSE,Best Western,TRUE
09.02.2026,Monday,Zuerich,MCZRHDTM,Zurich Marriott Hotel,1210.28,CHF,4.5,"Poststrasse 92, Zuerich",ZRH,47.38247,8.54026,0.63,"WiFi,Gym,Pool,Spa",SUITE,ROOM_ONLY,408,Zurich,city,9.2,2,1,7,40,FALSE,Winter,FALSE,FALSE,1.4,-5.4,5.3,5.5,0,1.7,FALSE,Marriott,TRUE
09.02.2026,Monday,Zuerich,ONZRHCTY,HOTEL CITY,210.48,CHF,3.7,"Marktplatz 46, Zuerich",ZRH,47.37474,8.53611,0.48,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,408,Zurich,city,10.1,2,1,7,40,FALSE,Winter,FALSE,FALSE,1.7,-3.1,6.7,4.9,0,2.7,FALSE,Independent,FALSE
09.02.2026,Monday,Zuerich,XKZRH001,Hotel du Lac,107.51,CHF,3.1,"Marktplatz 59, Zuerich",ZRH,47.36649,8.53675,1.22,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,408,Zurich,city,11,2,1,7,40,FALSE,Winter,FALSE,FALSE,4.3,-1.9,10.7,1.2,0,1.8,FALSE,Independent,FALSE
16.02.2026,Monday,Arosa,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,304.03,CHF,4.3,"Bahnhofstrasse 98, Arosa",ZRH,47.37503,8.54445,107.47,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,-5.5,-9.3,-0.6,4.9,164,4.9,TRUE,Best Western,TRUE
16.02.2026,Monday,Arosa,MCZRHDTM,Zurich Marriott Hotel,411.61,CHF,4.5,"Bahnhofstrasse 48, Arosa",ZRH,47.38247,8.54026,108.23,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,-5.5,-8.7,0.8,3.3,136,5.4,TRUE,Marriott,TRUE
16.02.2026,Monday,Arosa,ONZRHCTY,HOTEL CITY,248.91,CHF,4.3,"Poststrasse 4, Arosa",ZRH,47.37474,8.53611,107.95,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,-4,-9.1,1.3,4.2,146,3.6,TRUE,Independent,FALSE
16.02.2026,Monday,Arosa,XKZRH001,Hotel du Lac,122.48,CHF,3.3,"Poststrasse 79, Arosa",ZRH,47.36649,8.53675,107.36,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,-4.4,-9.5,-0.5,2.6,96,3.3,TRUE,Independent,FALSE
16.02.2026,Monday,Basel,RTBSLBAH,ibis Basel Bahnhof,114.04,CHF,2.9,"Hauptstrasse 59, Basel",BSL,47.54683,7.58427,1.46,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,260,Basel-Stadt,city,7.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,8.2,5.2,12.7,4.2,0,5.7,FALSE,Accor (ibis),TRUE
16.02.2026,Monday,Bern,BWBRN230,Best Western Plus Hotel Bern,216.74,CHF,3.3,"Marktplatz 98, Bern",BRN,46.94877,7.44633,0.12,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,542,Bern,city,5.5,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.8,0,10.6,4.7,0,5.7,FALSE,Best Western,TRUE
16.02.2026,Monday,Chur,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,244.4,CHF,4.1,"Poststrasse 16, Chur",ZRH,47.37503,8.54445,94.9,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.2,0.4,9.3,1,0,2.1,FALSE,Best Western,TRUE
16.02.2026,Monday,Chur,MCZRHDTM,Zurich Marriott Hotel,326.9,CHF,4.2,"Bahnhofstrasse 3, Chur",ZRH,47.38247,8.54026,95.65,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,ROOM_ONLY,593,Graubuenden,city,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.9,-1.3,10.4,0,0,3.1,FALSE,Marriott,TRUE
16.02.2026,Monday,Chur,ONZRHCTY,HOTEL CITY,218.08,CHF,3.3,"Kirchgasse 2, Chur",ZRH,47.37474,8.53611,95.38,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,593,Graubuenden,city,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,3.7,-1.2,6.7,1.9,0,1.9,FALSE,Independent,FALSE
16.02.2026,Monday,Chur,XKZRH001,Hotel du Lac,102.8,CHF,2.7,"Bahnhofstrasse 96, Chur",ZRH,47.36649,8.53675,94.78,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.7,-0.8,7.7,0,0,2.7,FALSE,Independent,FALSE
16.02.2026,Monday,Genf,ICGVAICA,INTERCONTINENTAL GENEVA,415.18,CHF,4.3,"Kirchgasse 19, Genf",GVA,46.22461,6.13268,2.39,"WiFi,Parking,Breakfast",COMFORT_ROOM,ROOM_ONLY,375,Geneva,city,2.4,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.8,-2.4,9.5,2.8,0,2.5,FALSE,IHG (InterContinental),TRUE
16.02.2026,Monday,Genf,RTGVAGAR,ibis Geneve Centre Gare,142.16,CHF,2.8,"Marktplatz 66, Genf",GVA,46.20765,6.13827,0.52,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.9,1.9,13,1.2,0,5.8,FALSE,Accor (ibis),TRUE
16.02.2026,Monday,Genf,RTGVARES,Résidence Studio Genève Centre,127.99,CHF,2.9,"Hauptstrasse 90, Genf",GVA,46.2117,6.14696,0.86,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.4,0.5,10.5,3.4,0,3.2,FALSE,Independent,FALSE
16.02.2026,Monday,Interlaken,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,325.9,CHF,4.2,"Bahnhofstrasse 93, Interlaken",ZRH,47.37503,8.54445,92.36,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.5,2.1,10.9,2.7,0,2.7,TRUE,Best Western,TRUE
16.02.2026,Monday,Interlaken,MCZRHDTM,Zurich Marriott Hotel,417.47,CHF,4.6,"Bahnhofstrasse 6, Interlaken",ZRH,47.38247,8.54026,92.87,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,570,Bern,mountain_resort,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.2,1.9,10.3,0,0,2.7,TRUE,Marriott,TRUE
16.02.2026,Monday,Interlaken,ONZRHCTY,HOTEL CITY,269.4,CHF,3.7,"Marktplatz 58, Interlaken",ZRH,47.37474,8.53611,91.98,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,570,Bern,mountain_resort,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.7,-1.5,6.8,0.5,0,5.7,TRUE,Independent,FALSE
16.02.2026,Monday,Interlaken,XKZRH001,Hotel du Lac,136.57,CHF,3.1,"Bahnhofstrasse 38, Interlaken",ZRH,47.36649,8.53675,91.25,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.3,-1.4,9.7,0,0,2.4,TRUE,Independent,FALSE
16.02.2026,Monday,Lausanne,ICGVAICA,INTERCONTINENTAL GENEVA,413.71,CHF,4.4,"Poststrasse 30, Lausanne",GVA,46.22461,6.13268,50.46,"WiFi,Gym,Pool,Spa",COMFORT_ROOM,ROOM_ONLY,495,Vaud,city,2.4,2,1,8,47,FALSE,Winter,FALSE,TRUE,1.2,-1.9,4.7,2.1,0,5,FALSE,IHG (InterContinental),TRUE
16.02.2026,Monday,Lausanne,RTGVAGAR,ibis Geneve Centre Gare,137.27,CHF,2.8,"Poststrasse 2, Lausanne",GVA,46.20765,6.13827,51.39,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,495,Vaud,city,4.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.9,-0.2,9.6,2.4,0,4.7,FALSE,Accor (ibis),TRUE
16.02.2026,Monday,Lausanne,RTGVARES,Résidence Studio Genève Centre,132.95,CHF,3,"Kirchgasse 81, Lausanne",GVA,46.2117,6.14696,50.59,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,ROOM_ONLY,495,Vaud,city,4.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.5,1.4,9.2,1.5,0,2.3,FALSE,Independent,FALSE
16.02.2026,Monday,Luzern,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,234.16,CHF,4.2,"Poststrasse 73, Luzern",ZRH,47.37503,8.54445,40.25,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,435,Lucerne,city,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.2,0.1,10.8,0,0,4.6,FALSE,Best Western,TRUE
16.02.2026,Monday,Luzern,MCZRHDTM,Zurich Marriott Hotel,327.15,CHF,4.2,"Hauptstrasse 56, Luzern",ZRH,47.38247,8.54026,40.86,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,435,Lucerne,city,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,3.1,-3,8,4.4,0,3.4,FALSE,Marriott,TRUE
16.02.2026,Monday,Luzern,ONZRHCTY,HOTEL CITY,202.52,CHF,3.8,"Marktplatz 30, Luzern",ZRH,47.37474,8.53611,39.95,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,435,Lucerne,city,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,3.8,-1.2,9,1.8,0,4.5,FALSE,Independent,FALSE
16.02.2026,Monday,Luzern,XKZRH001,Hotel du Lac,101.91,CHF,2.9,"Kirchgasse 2, Luzern",ZRH,47.36649,8.53675,39.14,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,435,Lucerne,city,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.2,2.5,9.6,0.6,0,4.3,FALSE,Independent,FALSE
16.02.2026,Monday,St. Gallen,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,254.78,CHF,4,"Bahnhofstrasse 22, St. Gallen",ZRH,47.37503,8.54445,62.88,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,675,St. Gallen,city,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.8,-0.9,8.3,2.3,0,4,FALSE,Best Western,TRUE
16.02.2026,Monday,St. Gallen,MCZRHDTM,Zurich Marriott Hotel,356.39,CHF,4.3,"Poststrasse 13, St. Gallen",ZRH,47.38247,8.54026,63.12,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,675,St. Gallen,city,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.3,-1.2,7.7,3.1,0,3.9,FALSE,Marriott,TRUE
16.02.2026,Monday,St. Gallen,ONZRHCTY,HOTEL CITY,222.51,CHF,3.3,"Hauptstrasse 98, St. Gallen",ZRH,47.37474,8.53611,63.51,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,675,St. Gallen,city,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.6,-0.5,6.6,4.6,0,2.7,FALSE,Independent,FALSE
16.02.2026,Monday,St. Gallen,XKZRH001,Hotel du Lac,106.04,CHF,3,"Kirchgasse 13, St. Gallen",ZRH,47.36649,8.53675,63.55,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,675,St. Gallen,city,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,2.2,-4.8,5.6,2.8,0,4.9,FALSE,Independent,FALSE
16.02.2026,Monday,St. Moritz,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,282.77,CHF,3.8,"Hauptstrasse 82, St. Moritz",ZRH,47.37503,8.54445,138.28,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,1856,Graubuenden,alpine_ski_resort,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,-4.4,-9.9,1.9,2.3,96,4.3,TRUE,Best Western,TRUE
16.02.2026,Monday,St. Moritz,MCZRHDTM,Zurich Marriott Hotel,408.26,CHF,4.4,"Bahnhofstrasse 7, St. Moritz",ZRH,47.38247,8.54026,139.08,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,ROOM_ONLY,1856,Graubuenden,alpine_ski_resort,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,-2.3,-7.3,4.3,2.8,46,5.3,TRUE,Marriott,TRUE
16.02.2026,Monday,St. Moritz,ONZRHCTY,HOTEL CITY,256.99,CHF,4.2,"Poststrasse 63, St. Moritz",ZRH,47.37474,8.53611,138.7,"WiFi,Restaurant,Room Service",BUDGET_ROOM,ROOM_ONLY,1856,Graubuenden,alpine_ski_resort,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,-5.1,-11.9,-0.8,0.9,118,2.7,TRUE,Independent,FALSE
16.02.2026,Monday,St. Moritz,XKZRH001,Hotel du Lac,129.53,CHF,3.2,"Bahnhofstrasse 21, St. Moritz",ZRH,47.36649,8.53675,138.03,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,1856,Graubuenden,alpine_ski_resort,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,-1.9,-5.1,4.3,4.2,127,4.9,TRUE,Independent,FALSE
16.02.2026,Monday,Winterthur,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,257.1,CHF,3.9,"Marktplatz 44, Winterthur",ZRH,47.37503,8.54445,20.79,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,439,Zurich,city,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.4,2.7,12.1,1.9,0,4.8,FALSE,Best Western,TRUE
16.02.2026,Monday,Winterthur,MCZRHDTM,Zurich Marriott Hotel,340.92,CHF,3.9,"Hauptstrasse 27, Winterthur",ZRH,47.38247,8.54026,20.48,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,439,Zurich,city,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.6,-0.3,10,1.1,0,5.5,FALSE,Marriott,TRUE
16.02.2026,Monday,Winterthur,ONZRHCTY,HOTEL CITY,211.16,CHF,3.4,"Hauptstrasse 9, Winterthur",ZRH,47.37474,8.53611,21.28,"WiFi,Gym,Pool,Spa",BUDGET_ROOM,ROOM_ONLY,439,Zurich,city,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.9,0.2,8.9,1.3,0,3.2,FALSE,Independent,FALSE
16.02.2026,Monday,Winterthur,XKZRH001,Hotel du Lac,103.25,CHF,2.8,"Hauptstrasse 31, Winterthur",ZRH,47.36649,8.53675,21.86,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,439,Zurich,city,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,7,2.1,13.2,1.1,0,3.7,FALSE,Independent,FALSE
16.02.2026,Monday,Zermatt,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,302.73,CHF,4.3,"Marktplatz 10, Zermatt",ZRH,47.37503,8.54445,162.35,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,-2.5,-9.2,2.8,0,0,3.1,TRUE,Best Western,TRUE
16.02.2026,Monday,Zermatt,MCZRHDTM,Zurich Marriott Hotel,407.27,CHF,4.8,"Kirchgasse 61, Zermatt",ZRH,47.38247,8.54026,163,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,1620,Valais,alpine_ski_resort,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,-1.8,-5.4,2.5,2,80,3.7,TRUE,Marriott,TRUE
16.02.2026,Monday,Zermatt,ONZRHCTY,HOTEL CITY,268.38,CHF,3.9,"Marktplatz 67, Zermatt",ZRH,47.37474,8.53611,162.08,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,1620,Valais,alpine_ski_resort,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,-3,-7.8,2,0.8,110,2.3,TRUE,Independent,FALSE
16.02.2026,Monday,Zermatt,XKZRH001,Hotel du Lac,125.52,CHF,3.2,"Hauptstrasse 41, Zermatt",ZRH,47.36649,8.53675,161.25,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,-3.7,-7.5,-0.2,0.4,109,5.2,TRUE,Independent,FALSE
16.02.2026,Monday,Zuerich,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,246.22,CHF,4.3,"Poststrasse 11, Zuerich",ZRH,47.37503,8.54445,0.29,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,408,Zurich,city,10,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.6,0.9,9.6,0,0,5.4,FALSE,Best Western,TRUE
16.02.2026,Monday,Zuerich,MCZRHDTM,Zurich Marriott Hotel,353.62,CHF,3.9,"Kirchgasse 37, Zuerich",ZRH,47.38247,8.54026,0.63,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,ROOM_ONLY,408,Zurich,city,9.2,2,1,8,47,FALSE,Winter,FALSE,TRUE,4.5,-0.1,7.7,2.4,0,3.6,FALSE,Marriott,TRUE
16.02.2026,Monday,Zuerich,ONZRHCTY,HOTEL CITY,211.65,CHF,3.3,"Hauptstrasse 13, Zuerich",ZRH,47.37474,8.53611,0.48,"WiFi,Gym,Pool,Spa",BUDGET_ROOM,ROOM_ONLY,408,Zurich,city,10.1,2,1,8,47,FALSE,Winter,FALSE,TRUE,5.1,1.4,9.6,1.2,0,4.3,FALSE,Independent,FALSE
16.02.2026,Monday,Zuerich,XKZRH001,Hotel du Lac,111.13,CHF,2.7,"Marktplatz 16, Zuerich",ZRH,47.36649,8.53675,1.22,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,408,Zurich,city,11,2,1,8,47,FALSE,Winter,FALSE,TRUE,6.6,0.1,13.6,3.9,0,3,FALSE,Independent,FALSE
23.02.2026,Monday,Arosa,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,255.73,CHF,3.9,"Poststrasse 56, Arosa",ZRH,47.37503,8.54445,107.47,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,10,2,1,9,54,FALSE,Winter,FALSE,TRUE,-1.9,-5.4,2.1,4.2,83,5.5,TRUE,Best Western,TRUE
23.02.2026,Monday,Arosa,MCZRHDTM,Zurich Marriott Hotel,441.23,CHF,4.3,"Bahnhofstrasse 75, Arosa",ZRH,47.38247,8.54026,108.23,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,9.2,2,1,9,54,FALSE,Winter,FALSE,TRUE,0.3,-6.6,6.6,7.6,111,4,TRUE,Marriott,TRUE
23.02.2026,Monday,Arosa,ONZRHCTY,HOTEL CITY,240.21,CHF,4.3,"Poststrasse 9, Arosa",ZRH,47.37474,8.53611,107.95,"WiFi,Restaurant,Room Service",BUDGET_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,10.1,2,1,9,54,FALSE,Winter,FALSE,TRUE,-1.1,-4.3,2.8,1.9,131,5.8,TRUE,Independent,FALSE
23.02.2026,Monday,Arosa,XKZRH001,Hotel du Lac,115.4,CHF,2.7,"Bahnhofstrasse 53, Arosa",ZRH,47.36649,8.53675,107.36,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,11,2,1,9,54,FALSE,Winter,FALSE,TRUE,-3,-7.8,1.8,3.8,126,2.8,TRUE,Independent,FALSE
23.02.2026,Monday,Basel,RTBSLBAH,ibis Basel Bahnhof,110.97,CHF,3.3,"Hauptstrasse 86, Basel",BSL,47.54683,7.58427,1.46,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,260,Basel-Stadt,city,7.2,2,1,9,54,FALSE,Winter,FALSE,TRUE,7.4,2.2,10.5,2.4,0,2.6,FALSE,Accor (ibis),TRUE
23.02.2026,Monday,Bern,BWBRN230,Best Western Plus Hotel Bern,207.35,CHF,3.6,"Kirchgasse 42, Bern",BRN,46.94877,7.44633,0.12,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,542,Bern,city,5.5,2,1,9,54,FALSE,Winter,FALSE,TRUE,3.1,0,7.8,0,0,5.5,FALSE,Best Western,TRUE
23.02.2026,Monday,Chur,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,259.92,CHF,3.8,"Poststrasse 62, Chur",ZRH,47.37503,8.54445,94.9,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,10,2,1,9,54,FALSE,Winter,FALSE,TRUE,4.5,-2.3,8.5,3.6,0,4.8,FALSE,Best Western,TRUE
23.02.2026,Monday,Chur,ONZRHCTY,HOTEL CITY,208.63,CHF,3.6,"Poststrasse 6, Chur",ZRH,47.37474,8.53611,95.38,"WiFi,Gym,Pool,Spa",BUDGET_ROOM,ROOM_ONLY,593,Graubuenden,city,10.1,2,1,9,54,FALSE,Winter,FALSE,TRUE,6.2,-0.1,10.6,2.1,0,4.7,FALSE,Independent,FALSE
23.02.2026,Monday,Genf,ICGVAICA,INTERCONTINENTAL GENEVA,420,CHF,4.3,"Bahnhofstrasse 56, Genf",GVA,46.22461,6.13268,2.39,"WiFi,Parking,Breakfast",COMFORT_ROOM,ROOM_ONLY,375,Geneva,city,2.4,2,1,9,54,FALSE,Winter,FALSE,TRUE,8,2,13.7,0,0,2.5,FALSE,IHG (InterContinental),TRUE
23.02.2026,Monday,Genf,RTGVAGAR,ibis Geneve Centre Gare,146.85,CHF,2.9,"Poststrasse 5, Genf",GVA,46.20765,6.13827,0.52,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,2,1,9,54,FALSE,Winter,FALSE,TRUE,5.7,-0.6,9.3,0.6,0,2.4,FALSE,Accor (ibis),TRUE
23.02.2026,Monday,Genf,RTGVARES,Résidence Studio Genève Centre,136.87,CHF,3.1,"Marktplatz 76, Genf",GVA,46.2117,6.14696,0.86,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,2,1,9,54,FALSE,Winter,FALSE,TRUE,4.8,-0.5,8.1,2.1,0,4.1,FALSE,Independent,FALSE
23.02.2026,Monday,Interlaken,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,300.31,CHF,3.8,"Poststrasse 14, Interlaken",ZRH,47.37503,8.54445,92.36,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,10,2,1,9,54,FALSE,Winter,FALSE,TRUE,4.2,0.9,8.1,0,0,3.2,TRUE,Best Western,TRUE
23.02.2026,Monday,Interlaken,ONZRHCTY,HOTEL CITY,257.99,CHF,3.9,"Hauptstrasse 50, Interlaken",ZRH,47.37474,8.53611,91.98,"WiFi,Gym,Pool,Spa",BUDGET_ROOM,ROOM_ONLY,570,Bern,mountain_resort,10.1,2,1,9,54,FALSE,Winter,FALSE,TRUE,5,-1.5,8.1,1.3,0,5.2,TRUE,Independent,FALSE
23.02.2026,Monday,Lausanne,ICGVAICA,INTERCONTINENTAL GENEVA,417.3,CHF,4.4,"Kirchgasse 13, Lausanne",GVA,46.22461,6.13268,50.46,"WiFi,Parking,Breakfast",COMFORT_ROOM,ROOM_ONLY,495,Vaud,city,2.4,2,1,9,54,FALSE,Winter,FALSE,TRUE,5.2,0.7,9.5,3.7,0,4.2,FALSE,IHG (InterContinental),TRUE
